,altitude,heading,latitude,longitude,pitch,roll,time_gps
148,158.784,-24.4343395233,37.8371745492,114.391254104,-0.318613231182,0.76906645298,14.80042243
149,158.777,-24.5716724396,37.8371764808,114.391255188,-0.351573228836,0.747093141079,14.9375851154
150,158.777,-24.7364730835,37.8371784173,114.391256293,-0.34607988596,0.664693117142,14.9995679855
151,158.773,-24.8902854919,37.8371803605,114.391257356,-0.395519882441,0.675679802895,15.1310012341
152,158.771,-25.0550861359,37.8371823358,114.391258483,-0.461439877748,0.598773181438,15.1991186142
153,158.763,-25.2528457642,37.8371843018,114.391259574,-0.543839812279,0.538346529007,15.3318958282
154,158.762,-25.4615917206,37.8371863387,114.391260772,-0.598773181438,0.488906532526,15.4131231308
155,158.754,-25.6593532562,37.8371883912,114.391261967,-0.637226462364,0.461439877748,15.5416448116
156,158.75,-25.8461265564,37.8371904202,114.391263215,-0.675679802895,0.439466536045,15.6115050316
157,158.741,-26.0274047852,37.8371924198,114.391264454,-0.73061311245,0.466933190823,15.7317092419
158,158.739,-26.2306594849,37.8371944898,114.391265704,-0.76906645298,0.510879874229,15.798204422
159,158.74,-26.4448986053,37.8371964652,114.391266933,-0.763573110104,0.582293152809,15.9354264736
160,158.733,-26.6646327972,37.8371985632,114.391268231,-0.791039764881,0.626239836216,15.9981281757
161,158.733,-26.8733787537,37.8372005753,114.391269471,-0.823999762535,0.631733119488,16.1318633556
162,158.725,-27.0656452179,37.8372026005,114.391270639,-0.845973074436,0.642719805241,16.1980066299
163,158.709,-27.2579116821,37.8372046053,114.391271944,-0.807519733906,0.488906532526,16.3348095417
164,158.7,-27.4611644745,37.8372067058,114.391273302,-0.725119769573,0.406506538391,16.399084568
165,158.7,-27.6479377747,37.8372087003,114.391274561,-0.697653114796,0.368053227663,16.5234515667
166,158.698,-27.8182315826,37.8372107087,114.391275906,-0.703146457672,0.340586572886,16.5979161263
167,158.691,-28.021484375,37.8372127283,114.391277206,-0.73061311245,0.373546570539,16.7301487923
168,158.673,-28.2192459106,37.8372147432,114.391278567,-0.736106455326,0.477919846773,16.7978117466
169,158.676,-28.4170055389,37.8372167715,114.391279934,-0.714133143425,0.439466536045,16.9344463348
170,158.662,-28.6147651672,37.8372187967,114.391281333,-0.752586424351,0.532853186131,16.9975159168
171,158.669,-28.7960453033,37.8372207705,114.391282705,-0.780053079128,0.521866500378,17.1302371025
172,158.663,-28.9718322754,37.8372227963,114.391284091,-0.813013076782,0.637226462364,17.1997227669
173,158.656,-29.1640987396,37.8372247668,114.391285414,-0.813013076782,0.692159771919,17.3304820061
174,158.647,-29.4003105164,37.8372267758,114.391286847,-0.791039764881,0.686666488647,17.3979144096
175,158.638,-29.6420173645,37.837228756,114.391288232,-0.791039764881,0.719626426697,17.5306913853
176,158.63,-29.8617515564,37.8372307682,114.391289585,-0.76906645298,0.664693117142,17.599032402
177,158.634,-30.0979652405,37.8372327262,114.391291001,-0.780053079128,0.587786495686,17.7230026722
178,158.626,-30.3396701813,37.837234726,114.391292446,-0.829493105412,0.615253150463,17.7988116741
179,158.618,-30.597858429,37.8372367217,114.391293918,-0.862453103065,0.598773181438,17.9350173473
180,158.607,-30.8725242615,37.8372386507,114.391295389,-0.873439729214,0.637226462364,17.9986219406
181,158.605,-31.1526832581,37.8372406343,114.391296889,-0.851466417313,0.741599798203,18.134275198
182,158.602,-31.4218578339,37.8372425905,114.391298406,-0.84047973156,0.774559795856,18.1982498169
183,158.601,-31.7020168304,37.8372446125,114.391299899,-0.851466417313,0.796533107758,18.3431386948
184,158.587,-31.9986572266,37.8372466092,114.391301349,-0.944853067398,0.725119769573,18.4110486507
185,158.583,-32.3392448425,37.8372485537,114.391302857,-1.02725303173,0.609759807587,18.5223267078
186,158.577,-32.7072982788,37.8372505287,114.391304375,-1.02725303173,0.538346529007,18.597233057
187,158.585,-33.1302833557,37.8372524217,114.391305974,-0.994293034077,0.439466536045,18.7237007618
188,158.56,-33.6246833801,37.8372542988,114.391307562,-0.906399726868,0.433973193169,18.7971639633
189,158.563,-34.1465492249,37.8372561623,114.391309153,-0.845973074436,0.411999881268,18.9356212616
190,158.557,-34.618976593,37.8372580243,114.39131079,-0.747093141079,0.428479880095,18.9990391731
191,158.548,-35.0584411621,37.8372598633,114.391312509,-0.642719805241,0.576799809933,19.1311032772
192,158.548,-35.5143890381,37.837261746,114.391314207,-0.626239836216,0.741599798203,19.1975393295
193,158.545,-36.0252685547,37.8372636747,114.391315723,-0.637226462364,0.686666488647,19.3298859596
194,158.516,-36.5910835266,37.8372655502,114.39131741,-0.587786495686,0.505386531353,19.3966910839
195,158.516,-37.2118301392,37.837267348,114.391319145,-0.466933190823,0.390026539564,19.5327460766
196,158.521,-37.8710289001,37.8372692047,114.391320862,-0.439466536045,0.318613231182,19.5957307816
197,158.516,-38.5851631165,37.8372710165,114.391322679,-0.510879874229,0.252693265676,19.7297914028
198,158.509,-39.293800354,37.837272819,114.391324505,-0.609759807587,0.2471999228,19.7986586094
199,158.496,-39.9530029297,37.8372745438,114.391326308,-0.648213148117,0.241706594825,19.9341144562
200,158.491,-40.6341743469,37.837276294,114.391328162,-0.631733119488,0.214239940047,19.997492075
201,158.493,-41.3702812195,37.8372780187,114.391330077,-0.615253150463,0.225226595998,20.130954504
202,158.488,-42.1338539124,37.8372797302,114.391331973,-0.65919983387,0.214239940047,20.197188139
203,158.471,-42.9084129333,37.8372813872,114.391333921,-0.681173145771,0.19775994122,20.3298799992
204,158.46,-43.7049484253,37.8372830305,114.391335889,-0.653706490993,0.137333288789,20.4032933712
205,158.464,-44.5234527588,37.8372847023,114.391337908,-0.65919983387,0.109866634011,20.5225450993
206,158.454,-45.3913993835,37.8372862945,114.391339989,-0.741599798203,0.137333288789,20.5972292423
207,158.435,-46.3362541199,37.8372879067,114.391342024,-0.791039764881,0.214239940047,20.7222971916
208,158.436,-47.3140678406,37.8372894572,114.391344098,-0.813013076782,0.252693265676,20.7968688011
209,158.432,-48.3632926941,37.8372910735,114.391346184,-0.807519733906,0.0933866426349,20.9323508739
210,158.426,-49.472946167,37.8372925472,114.391348314,-0.813013076782,-0.087893307209,20.9971995354
211,158.427,-50.6155586243,37.8372939673,114.391350475,-0.84047973156,-0.192266613245,21.1231412888
212,158.407,-51.7801437378,37.837295302,114.391352792,-0.851466417313,-0.23621326685,21.196770668
213,158.414,-52.939239502,37.8372966448,114.391354994,-0.818506419659,-0.18677328527,21.3343529701
214,158.399,-54.1038246155,37.8372979368,114.391357172,-0.76906645298,-0.181279942393,21.3970656395
215,158.406,-55.2244644165,37.8372991863,114.39135955,-0.76906645298,-0.159306615591,21.5229516029
216,158.387,-56.2627029419,37.8373003217,114.391361899,-0.780053079128,-0.0659199804068,21.5981469154
217,158.386,-57.2075576782,37.837301441,114.391364169,-0.736106455326,0.0769066438079,21.7226934433
218,158.371,-58.0315551758,37.8373026102,114.391366551,-0.631733119488,0.214239940047,21.7973747253
219,158.383,-58.6632881165,37.8373037472,114.391368771,-0.543839812279,0.335093230009,21.9346382618
220,158.375,-59.1137428284,37.8373049085,114.391371084,-0.505386531353,0.307626575232,21.9963848591
221,158.376,-59.3609428406,37.837306016,114.391373422,-0.565813183784,0.307626575232,22.1298027039
222,158.374,-59.4103813171,37.8373070562,114.391375828,-0.626239836216,0.324106574059,22.1963846684
223,158.352,-59.2675552368,37.8373081912,114.391378154,-0.631733119488,0.340586572886,22.3305230141
224,158.362,-58.9928894043,37.837309285,114.391380395,-0.615253150463,0.488906532526,22.3974933624
225,158.378,-58.5973701477,37.8373104263,114.391382674,-0.62074649334,0.527359843254,22.5214326382
226,158.338,-58.0864906311,37.8373116148,114.39138501,-0.598773181438,0.560319840908,22.5972790718
227,158.339,-57.504196167,37.8373127832,114.391387236,-0.576799809933,0.664693117142,22.7212703228
228,158.328,-56.8395042419,37.8373139907,114.391389544,-0.565813183784,0.653706490993,22.7972171307
229,158.333,-56.0374755859,37.8373152395,114.39139173,-0.576799809933,0.747093141079,22.9296782017
230,158.319,-55.0486755371,37.8373164538,114.391393856,-0.593279838562,0.76906645298,22.9966723919
231,158.311,-53.9115562439,37.8373177335,114.391396087,-0.582293152809,0.917386412621,23.1233184338
232,158.322,-52.60414505,37.8373190133,114.391398025,-0.576799809933,0.994293034077,23.1964786053
233,158.306,-51.0879859924,37.8373203435,114.391400063,-0.571306526661,1.07119965553,23.3206319809
234,158.31,-49.3356132507,37.8373217483,114.39140197,-0.593279838562,1.10415971279,23.3965330124
235,158.308,-47.4129447937,37.8373231135,114.391403804,-0.62074649334,1.13162636757,23.5185739994
236,158.307,-45.3584403992,37.837324549,114.391405566,-0.670186460018,1.28543961048,23.5945732594
237,158.295,-43.1885757446,37.8373260013,114.3914072,-0.697653114796,1.42277288437,23.7193806171
238,158.311,-40.9088401794,37.837327499,114.391408653,-0.692159771919,1.48869287968,23.7948818207
239,158.289,-38.4807891846,37.8373290595,114.391410134,-0.708639800549,1.53813290596,23.9338648319
240,158.271,-35.9703369141,37.837330625,114.391411404,-0.670186460018,1.49967956543,23.9961259365
241,158.286,-33.4763641357,37.8373321675,114.391412669,-0.631733119488,1.51066625118,24.1305282116
242,158.281,-30.9878845215,37.8373338207,114.391413776,-0.725119769573,1.58207952976,24.1959137917
243,158.291,-28.5048980713,37.8373354567,114.391414733,-0.796533107758,1.62053287029,24.3291623592
244,158.266,-26.0438861847,37.8373370277,114.391415611,-0.774559795856,1.64250612259,24.396904707
245,158.269,-23.5993537903,37.8373385307,114.39141629,-0.697653114796,1.53263950348,24.5203449726
246,158.268,-21.1328468323,37.8373401072,114.391416971,-0.648213148117,1.41178619862,24.5950312614
247,158.275,-18.6553535461,37.8373416338,114.391417534,-0.587786495686,1.36234629154,24.7207071781
248,158.254,-16.1888484955,37.8373430895,114.391418062,-0.587786495686,1.26895964146,24.7965226173
249,158.268,-13.7882623672,37.8373446528,114.391418376,-0.62074649334,1.23050630093,24.9405052662
250,158.264,-11.4261302948,37.8373461368,114.391418677,-0.587786495686,1.25247967243,24.9961006641
251,158.247,-9.0749835968,37.8373475785,114.391419028,-0.527359843254,1.27445292473,25.1297922134
252,158.255,-6.72383785248,37.8373490918,114.391419104,-0.4943998456,1.35685288906,25.1957597733
253,158.252,-4.37818527222,37.8373505533,114.391419198,-0.444959878922,1.38431954384,25.3293349743
254,158.251,-2.09845280647,37.8373519363,114.391419168,-0.373546570539,1.39530622959,25.3958964348
255,158.261,0.164799958467,37.8373534793,114.391419081,-0.318613231182,1.46671950817,25.5208678246
256,158.254,2.46650600433,37.837354926,114.391418977,-0.28565326333,1.51066625118,25.5968215466
257,158.239,4.76821184158,37.8373562907,114.391418786,-0.2471999228,1.54362618923,25.7188956738
258,158.256,7.00949144363,37.8373576998,114.391418326,-0.175786614418,1.47770619392,25.7968645096
259,158.249,9.26175689697,37.8373591837,114.391417985,-0.137333288789,1.40079963207,25.9296350479
260,158.263,11.5469837189,37.8373605705,114.391417509,-0.175786614418,1.30741298199,25.9962244034
261,158.254,13.799249649,37.837362028,114.391417045,-0.19775994122,1.24149298668,26.1285097599
262,158.233,15.9471416473,37.8373633545,114.391416497,-0.214239940047,1.1700797081,26.1962511539
263,158.224,17.9631938934,37.8373647047,114.391415897,-0.241706594825,1.12613296509,26.3226613998
264,158.229,19.8089542389,37.837365918,114.391415278,-0.241706594825,1.10965299606,26.3945763111
265,158.249,21.5393543243,37.8373671213,114.391414578,-0.2471999228,1.06021296978,26.519895792
266,158.236,23.1324195862,37.8373681567,114.391413946,-0.28565326333,1.032746315,26.5946042538
267,158.236,24.5332202911,37.8373691945,114.391413384,-0.280159920454,1.07119965553,26.7206168175
268,158.236,25.7582321167,37.837370108,114.391412803,-0.23621326685,1.16458630562,26.7958803177
269,158.214,26.8568992615,37.8373708818,114.39141223,-0.219733268023,1.20853292942,26.9305934906
270,158.216,27.8347110748,37.8373716113,114.391411724,-0.214239940047,1.20303964615,26.9960660934
271,158.201,28.6806850433,37.8373721983,114.391411336,-0.18677328527,1.18106627464,27.1293463707
272,158.208,29.4112987518,37.837372778,114.391410799,-0.170293286443,1.14261305332,27.195763588
273,158.21,30.0210571289,37.8373732422,114.391410503,-0.153813287616,1.10965299606,27.3201365471
274,158.214,30.5319385529,37.837373662,114.391410149,-0.142826631665,1.10965299606,27.3943455219
275,158.21,30.9659099579,37.837374023,114.391409892,-0.115359969437,1.12063968182,27.5196838379
276,158.201,31.3449516296,37.8373743268,114.391409648,-0.087893307209,1.13162636757,27.5946133137
277,158.208,31.6745510101,37.8373746155,114.391409455,-0.0549333170056,1.14261305332,27.7191712856
278,158.204,31.9492168427,37.8373748057,114.391409279,-0.0219733268023,1.13711965084,27.7939903736
279,158.203,32.1854286194,37.8373750072,114.39140904,0.0164799951017,1.13162636757,27.930439949
280,158.191,32.3996696472,37.837375278,114.391408946,0.0714133158326,1.12613296509,27.9957606792
281,158.201,32.5864448547,37.83737543,114.391408724,0.120853297412,1.12613296509,28.1279706955
282,158.192,32.7457504272,37.837375665,114.39140861,0.131839960814,1.13162636757,28.1948387623
